,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
0,3,-3.408545931125446,3.1122904437209735,-0.1864092851213058,-0.7489288089707767,2.8183032539035113,1.0607348885451748,1.9405213162358836,-0.26366825027057084,4.2445024835561345,3.1122904437209735,-1.3472698587700822,-0.8191006570721455,1.0034007743692945,0.04316245148480105,3.2009886867569226,-3.1352715654493686,0.8842549588555875,0.5133001191479488,-0.23516879230929785,-2.170921324106433,1.0187775032678539,-1.0009731982343777,1.0739905461218573,1.6719799952648051,-0.3688521320518531
1,2,1.774793099508451,1.925047435910933,-0.21090261473350705,-1.3412131397924385,-1.6178035100304022,-0.7627833272817914,0.4017457303764148,-0.5146558539637528,-1.6098811076806905,1.925047435910933,0.4061880723150464,-2.487989430494088,1.8325918140139734,-0.4287217536972956,-0.5040209784725697,-1.2474560492078952,-3.2183474406467822,0.3060045821751778,2.121759772640531,-1.322266408338473,1.1497063197455113,0.3523056744893792,-0.3520547561110381,-0.4771631029858485,0.5271851085128892
2,2,1.368095220507853,-0.9099004793736974,0.03686684655320188,0.001948791497801236,-1.1251337725621307,-1.2149542510067775,1.209467143433087,-0.8704774470884418,1.8411649193875836,-0.9099004793736974,0.10281608093595913,-1.0839302581822292,0.018064777945194496,1.7173897179895596,0.9756783252173497,-0.469397574151983,0.43064564147942563,0.49189161174101836,-2.090152952585953,-0.05680300349863207,0.2951796483661562,-0.11553089545951745,0.15955421912930787,-0.817442094841611,-2.545886991071828
3,1,5.077667221923838,-1.4582785745223164,0.022318694757398547,0.14111818676399634,-0.8547307452211843,0.7697287002732154,-4.503365916872847,1.3626665996802922,-3.6870850032645595,-1.4582785745223164,0.5267888020968146,3.50465399006383,-0.3406371991061091,-1.3151401808792405,-0.6373934471410543,0.5540687582536489,-2.6885636183111616,0.8513757703362882,0.8246904549569957,0.44950396443017737,-0.3312013622305626,1.8254977726821675,-0.20276204780745924,-0.8455504019236019,-2.004207409831777
4,1,0.5136093820304082,-0.4087087848908064,1.6711088542157295,0.24552696000745772,-1.9218684636172845,0.6436370006646294,-2.177245354056302,-1.1648150751875577,-1.577875014305395,-0.4087087848908064,0.5525503962007576,0.27728412251252044,-2.2222274845178998,0.7325800943929294,-2.217811567408419,-1.6695690534094327,-2.906270379683832,-0.0450908025310604,0.6452922036299146,-0.02968067070551869,-0.24508841569411008,1.9392670567918342,0.6427651074175385,-0.7048811765905529,2.3638117874873177
5,2,0.768982021473301,-2.631522735091235,0.8542785136554449,1.291303032685585,-1.7254001540146526,-0.8918457625550636,0.33393859179359997,0.25621151685934546,-1.608551781280787,-2.631522735091235,2.189281880933896,-3.4092537545471964,-3.703181941021419,-1.6062473281716139,-4.2778863145012345,-1.1220220647246293,-4.417631762591918,1.0770294604594939,-1.6752891612800336,-1.0612386830784029,1.243735464430135,-0.6318491603416758,-0.07095961377688598,0.29341962037967184,-1.5270398607552842
6,1,-0.9653374053064842,-2.268953087291096,1.4519705537695944,1.7587252811804366,0.42914084060650237,0.772369641774013,-3.46958140112796,0.14565187774947708,-2.957084028960177,-2.268953087291096,-0.6730011080898879,2.5236666195851662,-5.148182477689996,0.5701229926437653,-2.3862422616015038,-1.45509968427785,-1.8827878683573962,0.19868351501871304,0.22670544954456576,1.5133178920936095,2.4213379615194293,1.3477560969401823,-0.04460050351712927,0.040363258901574176,-0.3546435568045475
7,2,-5.171562536309283,-0.06123492310896514,-0.40424212758307354,-0.2550389193656719,3.804156603682641,-0.5523624525355796,2.479407647428178,1.9978078598870932,-0.1262297714052294,-0.06123492310896514,-0.43104905902209145,1.2160234738894449,-0.7721099371259449,-0.417119924715715,0.3677834530417444,3.0611175370892423,5.352267580673944,0.7029149301676144,0.701218237894972,1.8400541950634701,1.6148546922115368,0.05891953340219937,-1.0909487082993898,-0.8221672985029674,1.7653172646594246
8,0,1.8912674580612874,1.0704969485162357,-2.1040331524433107,0.1947709593635985,0.8841520280451662,1.066759746215758,-2.130679223228596,-0.4211048549257116,0.6700370801847987,1.0704969485162357,-0.042011359719302255,0.7047752154324424,2.8960241492051386,1.1315793787604995,-0.3054163959336028,0.9532654959162691,-1.981516350619514,-1.3067005885920002,2.204404561511969,1.9319742899274472,-1.8361845697437094,1.6552133352479597,-1.4498511070653832,1.3408252649547479,-0.0302893054773051
9,2,-3.1139208724345346,-3.019400104628705,-2.0593667880724578,0.34423532483560654,0.9329152330335644,-0.015479203883149079,2.0045179503975126,1.9085786468465018,-0.6419738071010499,-3.019400104628705,0.5307650992011386,1.2771635085545268,-4.455572143869152,0.6304049981447226,-0.36381213739227103,1.5006358281947771,4.504837481318767,-0.24035002571712485,-2.9133860978498904,0.3501662758169185,1.8424636378642818,0.4737970620502582,0.16465451645268012,-1.917165103631267,-0.18155843389005874
10,1,-2.5451755218396674,0.5318344415546663,0.2864211763659378,-0.6557095097983489,-0.2563209688156197,-1.2064411981438061,1.0538222494451224,0.7743812079036262,-0.5541209620721462,0.5318344415546663,-0.9887348901132665,0.6533391705444328,-2.7384326521492737,0.09443091656419175,0.6292764385329247,-1.9313726226893277,1.433575135679296,1.7214548208905902,-0.8902439507626065,-2.654966376643933,1.1535425169058355,1.2871142622834175,0.7808367879885245,0.20519447552971082,2.7230839138746656
11,0,-1.8879795053377681,0.6864285952092708,0.04834886348776832,1.2316193851106356,2.7744531811772584,0.9495637617859066,2.1727204728228133,0.6765482547104464,0.5195947594508188,0.6864285952092708,2.9455330120698577,2.0174571063422375,1.0923068023070324,-0.1707838440181347,3.702791710329106,1.6606034029454748,5.501203848566022,-1.8043290238166823,-0.1006322909591236,0.5399015299085813,2.3022271222898065,-0.09653350024063498,0.00391531911125971,0.05998941993037302,-1.5961305150955383
